date,close,open
2011-05-04,47.7400016784668,47.7400016784668
2011-05-05,47.310001373291016,47.310001373291016
2011-05-06,47.5,47.5
2011-05-09,47.709999084472656,47.709999084472656
2011-05-10,48.099998474121094,48.099998474121094
2011-05-11,47.59000015258789,47.59000015258789
2011-05-12,47.83000183105469,47.83000183105469
2011-05-13,47.439998626708984,47.439998626708984
2011-05-16,47.150001525878906,47.150001525878906
2011-05-17,47.150001525878906,47.150001525878906
2011-05-18,47.56999969482422,47.56999969482422
2011-05-19,47.68000030517578,47.68000030517578
2011-05-20,47.310001373291016,47.310001373291016
2011-05-23,46.75,46.75
2011-05-24,46.709999084472656,46.709999084472656
2011-05-25,46.86000061035156,46.86000061035156
2011-05-26,47.060001373291016,47.060001373291016
2011-05-27,47.2599983215332,47.2599983215332
2011-05-31,47.7599983215332,47.7599983215332
2011-06-01,46.68000030517578,46.68000030517578
2011-06-02,46.619998931884766,46.619998931884766
2011-06-03,46.16999816894531,46.16999816894531
2011-06-06,45.68000030517578,45.68000030517578
2011-06-07,45.63999938964844,45.63999938964844
2011-06-08,45.45000076293945,45.45000076293945
2011-06-09,45.790000915527344,45.790000915527344
2011-06-10,45.150001525878906,45.150001525878906
2011-06-13,45.189998626708984,45.189998626708984
2011-06-14,45.77000045776367,45.77000045776367
2011-06-15,44.970001220703125,44.970001220703125
2011-06-16,45.060001373291016,45.060001373291016
2011-06-17,45.189998626708984,45.189998626708984
2011-06-20,45.439998626708984,45.439998626708984
2011-06-21,46.04999923706055,46.04999923706055
2011-06-22,45.7599983215332,45.7599983215332
2011-06-23,45.630001068115234,45.630001068115234
2011-06-24,45.09000015258789,45.09000015258789
2011-06-27,45.5099983215332,45.5099983215332
2011-06-28,46.11000061035156,46.11000061035156
2011-06-29,46.5,46.5
2011-06-30,46.970001220703125,46.970001220703125
2011-07-01,47.650001525878906,47.650001525878906
2011-07-05,47.59000015258789,47.59000015258789
2011-07-06,47.650001525878906,47.650001525878906
2011-07-07,48.150001525878906,48.150001525878906
2011-07-08,47.58000183105469,47.58000183105469
2011-07-11,46.720001220703125,46.720001220703125
2011-07-12,46.5099983215332,46.5099983215332
2011-07-13,46.65999984741211,46.65999984741211
2011-07-14,46.349998474121094,46.349998474121094
2011-07-15,46.61000061035156,46.61000061035156
2011-07-18,46.22999954223633,46.22999954223633
2011-07-19,46.97999954223633,46.97999954223633
2011-07-20,46.959999084472656,46.959999084472656
2011-07-21,47.599998474121094,47.599998474121094
2011-07-22,47.63999938964844,47.63999938964844
2011-07-25,47.369998931884766,47.369998931884766
2011-07-26,47.18000030517578,47.18000030517578
2011-07-27,46.220001220703125,46.220001220703125
2011-07-28,46.08000183105469,46.08000183105469
2011-07-29,45.779998779296875,45.779998779296875
2011-08-01,45.59000015258789,45.59000015258789
2011-08-02,44.43000030517578,44.43000030517578
2011-08-03,44.65999984741211,44.65999984741211
2011-08-04,42.529998779296875,42.529998779296875
2011-08-05,42.5099983215332,42.5099983215332
2011-08-08,39.68000030517578,39.68000030517578
2011-08-09,41.560001373291016,41.560001373291016
2011-08-10,39.75,39.75
2011-08-11,41.59000015258789,41.59000015258789
2011-08-12,41.810001373291016,41.810001373291016
2011-08-15,42.720001220703125,42.720001220703125
2011-08-16,42.31999969482422,42.31999969482422
2011-08-17,42.369998931884766,42.369998931884766
2011-08-18,40.47999954223633,40.47999954223633
2011-08-19,39.880001068115234,39.880001068115234
2011-08-22,39.88999938964844,39.88999938964844
2011-08-23,41.25,41.25
2011-08-24,41.79999923706055,41.79999923706055
2011-08-25,41.150001525878906,41.150001525878906
2011-08-26,41.779998779296875,41.779998779296875
2011-08-29,42.970001220703125,42.970001220703125
2011-08-30,43.06999969482422,43.06999969482422
2011-08-31,43.290000915527344,43.290000915527344
2011-09-01,42.779998779296875,42.779998779296875
2011-09-02,41.70000076293945,41.70000076293945
2011-09-06,41.38999938964844,41.38999938964844
2011-09-07,42.59000015258789,42.59000015258789
2011-09-08,42.13999938964844,42.13999938964844
2011-09-09,41.02000045776367,41.02000045776367
2011-09-12,41.29999923706055,41.29999923706055
2011-09-13,41.689998626708984,41.689998626708984
2011-09-14,42.2599983215332,42.2599983215332
2011-09-15,42.9900016784668,42.9900016784668
2011-09-16,43.2400016784668,43.2400016784668
2011-09-19,42.810001373291016,42.810001373291016
2011-09-20,42.7400016784668,42.7400016784668
2011-09-21,41.4900016784668,41.4900016784668
