date,close,open
2020-10-13,121.05000305175781,121.08000183105469
2020-10-14,119.97000122070312,121.33000183105469
2020-10-15,119.10700225830078,118.02999877929688
2020-10-16,118.5,119.9000015258789
2020-10-19,116.44999694824219,119.83000183105469
2020-10-20,116.88999938964844,116.91000366210938
2020-10-21,117.04000091552734,116.94999694824219
2020-10-22,116.72000122070312,117.11000061035156
2020-10-23,117,116.98999786376953
2020-10-26,115.18000030517578,116.01000213623047
2020-10-27,116.08999633789062,115.62000274658203
2020-10-28,111.69000244140625,114.27999877929688
2020-10-29,113.51000213623047,112.16000366210938
2020-10-30,110.86000061035156,112.69999694824219
2020-11-02,110.9000015258789,111.6500015258789
2020-11-03,113.43099975585938,111.70999908447266
2020-11-04,117.79000091552734,116.44999694824219
2020-11-05,120.91999816894531,120.51000213623047
2020-11-06,121,120.62999725341797
2020-11-09,118.5,122.20999908447266
2020-11-10,116.31700134277344,117.1500015258789
2020-11-11,119.11000061035156,117.47000122070312
2020-11-12,118.41999816894531,119.4800033569336
2020-11-13,119.55000305175781,119.19000244140625
2020-11-16,120.06999969482422,119.45999908447266
2020-11-17,120.05999755859375,120.55999755859375
2020-11-18,119.5479965209961,119.86000061035156
2020-11-19,120.12999725341797,118.97000122070312
2020-11-20,119.38999938964844,120.06999969482422
2020-11-23,119.30000305175781,119.7699966430664
2020-11-24,121.04000091552734,119.80000305175781
2020-11-25,121.71900177001953,121.38999938964844
2020-11-27,122.75,122.55000305175781
2020-11-30,123.01000213623047,122.97000122070312
2020-12-01,124.72000122070312,124.06999969482422
2020-12-02,124.83999633789062,124.16000366210938
2020-12-03,125.0199966430664,124.94999694824219
2020-12-04,125.44999694824219,125.05000305175781
2020-12-07,125.83000183105469,125.62000274658203
2020-12-08,126.6050033569336,126.0199966430664
2020-12-09,123.8499984741211,126.58999633789062
2020-12-10,124.26000213623047,122.94999694824219
2020-12-11,123.97000122070312,123.55000305175781
2020-12-14,124.88999938964844,124.54000091552734
2020-12-15,126.2300033569336,125.88999938964844
2020-12-16,126.91000366210938,126.44000244140625
2020-12-17,127.76000213623047,127.62000274658203
2020-12-18,127.43000030517578,128.11000061035156
2020-12-21,126.88999938964844,126.12000274658203
2020-12-22,127.23999786376953,127.25
2020-12-23,126.66000366210938,127.5
2020-12-24,127.19000244140625,126.95999908447266
2020-12-28,128.47999572753906,128.42999267578125
2020-12-29,128.6300048828125,129.0800018310547
2020-12-30,128.52999877929688,129.36000061035156
2020-12-31,128.91000366210938,128.77999877929688
2021-01-04,127.08000183105469,129.60000610351562
2021-01-05,128.09500122070312,126.76000213623047
2021-01-06,126.33000183105469,126.37000274658203
2021-01-07,129.4600067138672,127.58000183105469
2021-01-08,131.13999938964844,130.52000427246094
2021-01-11,129.17999267578125,129.99000549316406
2021-01-12,129.13999938964844,129.2899932861328
2021-01-13,129.83999633789062,129
2021-01-14,129.13999938964844,130.27000427246094
2021-01-15,128.10000610351562,128.8300018310547
2021-01-19,130.02999877929688,129.1999969482422
2021-01-20,133.07000732421875,131.69000244140625
2021-01-21,134.14999389648438,133.6999969482422
2021-01-22,133.77999877929688,133.61000061035156
2021-01-25,134.6300048828125,135.30999755859375
2021-01-26,135.0399932861328,135.25999450683594
2021-01-27,131.4499969482422,134.24000549316406
2021-01-28,132.0800018310547,131.91000366210938
2021-01-29,129.3699951171875,131.50999450683594
2021-02-01,132.5399932861328,130.91000366210938
2021-02-02,134.71499633789062,133.82000732421875
2021-02-03,134.22000122070312,135.6999969482422
2021-02-04,135.64999389648438,134.8699951171875
2021-02-05,136.19000244140625,136.25999450683594
2021-02-08,137.0399932861328,137
2021-02-09,137.00999450683594,136.83999633789062
2021-02-10,136.6699981689453,137.64999389648438
2021-02-11,137.43899536132812,137.57000732421875
2021-02-12,138.2899932861328,137.02999877929688
2021-02-16,137.91000366210938,138.74000549316406
2021-02-17,137.22999572753906,136.77000427246094
2021-02-18,136.64999389648438,135.8300018310547
2021-02-19,135.9600067138672,137.33999633789062
2021-02-22,132.5500030517578,134.2899932861328
2021-02-23,132.16000366210938,130.36000061035156
2021-02-24,133.24000549316406,130.91000366210938
2021-02-25,128.52999877929688,132.17999267578125
2021-02-26,129.72000122070312,129.81700134277344
2021-03-01,132.9600067138672,131.22999572753906
2021-03-02,130.8000030517578,133.3699951171875
2021-03-03,127.05000305175781,130.32000732421875
2021-03-04,124.91000366210938,127.0199966430664
2021-03-05,126.9800033569336,126.41000366210938
2021-03-08,123.25,126.76000213623047
2021-03-09,128.24000549316406,126.3499984741211
2021-03-10,127.69999694824219,130.00999450683594
2021-03-11,130.77999877929688,129.9499969482422
2021-03-12,129.6199951171875,128.94000244140625
